0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	4625	1
0	4626	1
0	4627	1
0	4628	1
0	4629	1
0	4630	1
0	10527	0
0	10451	0
0	10660	0
0	9032	0
0	12638	0
0	5726	0
0	9630	0
0	9906	0
0	12594	0
0	4722	0
0	1391	0
0	10480	0
0	2282	0
0	12391	0
0	5453	0
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	10868	1
1	10207	1
1	4306	0
1	2380	0
1	5409	0
1	12230	0
1	6447	0
1	1520	0
1	12585	0
1	7408	0
1	5873	0
1	7026	0
1	4969	0
1	10769	0
2	13169	1
2	20	1
2	21	1
2	22	1
2	23	1
2	24	1
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	1646	0
2	8149	0
2	11615	0
2	5795	0
2	5496	0
2	3443	0
2	84	0
2	5532	0
2	2985	0
2	7312	0
2	68	0
3	32	1
3	33	1
3	34	1
3	35	1
3	36	1
3	37	1
3	38	1
3	39	1
3	30	1
3	31	1
3	7056	0
3	12692	0
3	7840	0
3	10991	0
3	3376	0
3	225	0
3	12416	0
3	4427	0
3	13436	0
3	619	0
4	40	1
4	41	1
4	42	1
4	43	1
4	44	1
4	45	1
4	46	1
4	47	1
4	48	1
4	49	1
4	12925	1
4	12926	1
4	12927	1
4	5155	0
4	2002	0
4	6322	0
4	8137	0
4	7371	0
4	1789	0
4	4445	0
4	11582	0
4	6261	0
4	11627	0
4	11429	0
4	12898	0
4	5751	0
5	5518	1
5	5519	1
5	5520	1
5	5521	1
5	5522	1
5	5523	1
5	5524	1
5	5525	1
5	5526	1
5	50	1
5	51	1
5	52	1
5	53	1
5	54	1
5	55	1
5	56	1
5	57	1
5	58	1
5	59	1
5	10179	1
5	10180	1
5	12499	1
5	12886	1
5	1990	0
5	4678	0
5	8192	0
5	2992	0
5	1403	0
5	12545	0
5	10174	0
5	5745	0
5	13486	0
5	1027	0
5	12341	0
5	9381	0
5	4063	0
5	2674	0
5	8505	0
5	13427	0
5	13114	0
5	2088	0
5	11295	0
5	12978	0
5	648	0
5	8570	0
5	7636	0
6	64	1
6	65	1
6	66	1
6	67	1
6	68	1
6	69	1
6	60	1
6	61	1
6	62	1
6	63	1
6	4658	0
6	4587	0
6	3697	0
6	13398	0
6	1806	0
6	4090	0
6	9929	0
6	10285	0
6	11140	0
6	862	0
7	6529	1
7	6530	1
7	6531	1
7	6532	1
7	6533	1
7	6534	1
7	6535	1
7	6536	1
7	6537	1
7	10157	1
7	7473	1
7	7474	1
7	7475	1
7	7476	1
7	7477	1
7	7478	1
7	317	1
7	318	1
7	319	1
7	320	1
7	321	1
7	322	1
7	323	1
7	324	1
7	325	1
7	70	1
7	71	1
7	72	1
7	73	1
7	74	1
7	75	1
7	76	1
7	77	1
7	78	1
7	79	1
7	12283	1
7	12284	1
7	12285	1
7	12286	1
7	8004	0
7	1347	0
7	4483	0
7	5799	0
7	3634	0
7	825	0
7	5299	0
7	9307	0
7	9370	0
7	8350	0
7	2505	0
7	3217	0
7	5683	0
7	13383	0
7	6454	0
7	12011	0
7	2826	0
7	13331	0
7	860	0
7	2846	0
7	10231	0
7	5755	0
7	7976	0
7	1358	0
7	2384	0
7	7400	0
7	11505	0
7	10435	0
7	7039	0
7	4440	0
7	5298	0
7	12614	0
7	7574	0
7	10585	0
7	5074	0
7	13132	0
7	8685	0
7	7932	0
7	8191	0
8	12042	1
8	12043	1
8	80	1
8	81	1
8	82	1
8	83	1
8	84	1
8	85	1
8	86	1
8	87	1
8	88	1
8	89	1
8	2717	0
8	3842	0
8	4487	0
8	3906	0
8	10847	0
8	4329	0
8	12348	0
8	12522	0
8	10684	0
8	3276	0
8	10783	0
8	3210	0
9	96	1
9	97	1
9	98	1
9	99	1
9	10823	1
9	10824	1
9	10825	1
9	10826	1
9	10827	1
9	90	1
9	91	1
9	92	1
9	93	1
9	94	1
9	95	1
9	5944	0
9	7542	0
9	13204	0
9	13418	0
9	8418	0
9	12178	0
9	12670	0
9	7379	0
9	13461	0
9	4929	0
9	54	0
9	12984	0
9	8025	0
9	2543	0
9	9257	0
10	100	1
10	101	1
10	102	1
10	103	1
10	104	1
10	105	1
10	106	1
10	107	1
10	108	1
10	109	1
10	11793	1
10	12637	1
10	4341	0
10	2499	0
10	8118	0
10	986	0
10	5747	0
10	13030	0
10	8834	0
10	795	0
10	3430	0
10	10811	0
10	5196	0
10	1603	0
11	12455	1
11	110	1
11	111	1
11	112	1
11	113	1
11	114	1
11	115	1
11	116	1
11	117	1
11	118	1
11	119	1
11	12824	1
11	12635	1
11	2695	0
11	7474	0
11	940	0
11	7745	0
11	12896	0
11	7360	0
11	5703	0
11	2812	0
11	8555	0
11	4800	0
11	8978	0
11	7901	0
11	8836	0
12	128	1
12	129	1
12	3289	1
12	2342	1
12	2343	1
12	2344	1
12	2345	1
12	2346	1
12	2347	1
12	2348	1
12	2349	1
12	13223	1
12	120	1
12	121	1
12	122	1
12	123	1
12	124	1
12	125	1
12	126	1
12	127	1
12	2240	0
12	9268	0
12	7173	0
12	8525	0
12	10247	0
12	2600	0
12	6866	0
12	3384	0
12	9777	0
12	2966	0
12	9303	0
12	6996	0
12	5601	0
12	7035	0
12	6983	0
12	11568	0
12	10731	0
12	9480	0
12	3465	0
12	12320	0
13	130	1
13	131	1
13	132	1
13	133	1
13	134	1
13	135	1
13	136	1
13	137	1
13	138	1
13	139	1
13	10788	1
13	11202	1
13	10094	1
13	10095	1
13	10096	1
13	11781	1
13	13224	1
13	13225	1
13	11780	1
13	12829	1
13	6931	0
13	11746	0
13	5492	0
13	12379	0
13	934	0
13	13322	0
13	675	0
13	11644	0
13	10868	0
13	4939	0
13	5231	0
13	2470	0
13	12314	0
13	12810	0
13	5650	0
13	5254	0
13	8380	0
13	4460	0
13	11347	0
13	120	0
14	140	1
14	141	1
14	142	1
14	143	1
14	144	1
14	145	1
14	146	1
14	147	1
14	148	1
14	149	1
14	6377	0
14	7606	0
14	4132	0
14	2093	0
14	12874	0
14	9862	0
14	1877	0
14	12557	0
14	7167	0
14	11959	0
15	13056	1
15	13401	1
15	10083	1
15	10775	1
15	12818	1
15	12819	1
15	150	1
15	151	1
15	152	1
15	153	1
15	154	1
15	155	1
15	156	1
15	157	1
15	158	1
15	159	1
15	4919	0
15	6191	0
15	7694	0
15	9596	0
15	9692	0
15	11522	0
15	3504	0
15	8957	0
15	7279	0
15	8218	0
15	4991	0
15	5443	0
15	7928	0
15	10506	0
15	6080	0
15	9409	0
16	160	1
16	161	1
16	162	1
16	163	1
16	164	1
16	165	1
16	166	1
16	167	1
16	168	1
16	169	1
16	11175	1
16	11176	1
16	11177	1
16	13367	1
16	13368	1
16	13369	1
16	13370	1
16	13371	1
16	13372	1
16	13373	1
16	11877	0
16	1655	0
16	4030	0
16	11006	0
16	9180	0
16	9277	0
16	9049	0
16	9045	0
16	11787	0
16	6288	0
16	1498	0
16	95	0
16	9164	0
16	692	0
16	1334	0
16	3011	0
16	873	0
16	11614	0
16	5877	0
16	2170	0
17	11169	1
17	170	1
17	171	1
17	172	1
17	173	1
17	174	1
17	175	1
17	176	1
17	177	1
17	178	1
17	179	1
17	11128	0
17	1879	0
17	8878	0
17	13281	0
17	12395	0
17	11946	0
17	2455	0
17	12764	0
17	3409	0
17	2228	0
17	8054	0
18	180	1
18	181	1
18	182	1
18	183	1
18	184	1
18	185	1
18	186	1
18	187	1
18	188	1
18	4986	0
18	1495	0
18	11270	0
18	10800	0
18	8006	0
18	4028	0
18	12810	0
18	3094	0
18	77	0
19	192	1
19	193	1
19	194	1
19	195	1
19	196	1
19	197	1
19	198	1
19	189	1
19	190	1
19	191	1
19	8494	0
19	12596	0
19	11534	0
19	9541	0
19	7225	0
19	10313	0
19	8926	0
19	11779	0
19	8889	0
19	10622	0
20	199	1
20	200	1
20	201	1
20	202	1
20	203	1
20	204	1
20	205	1
20	206	1
20	207	1
20	208	1
20	10940	0
20	9690	0
20	4029	0
20	2294	0
20	5965	0
20	228	0
20	3323	0
20	382	0
20	11402	0
20	1896	0
21	10115	1
21	10116	1
21	10117	1
21	10118	1
21	10119	1
21	10120	1
21	10121	1
21	10122	1
21	12676	1
21	11532	1
21	11533	1
21	11534	1
21	11535	1
21	11153	1
21	11154	1
21	11155	1
21	11156	1
21	12677	1
21	13366	1
21	12474	1
21	12475	1
21	10817	1
21	10818	1
21	10819	1
21	10820	1
21	13125	1
21	13126	1
21	209	1
21	210	1
21	211	1
21	212	1
21	213	1
21	214	1
21	215	1
21	216	1
21	217	1
21	218	1
21	11733	1
21	10602	1
21	10603	1
21	10604	1
21	10605	1
21	10606	1
21	3718	0
21	3359	0
21	11023	0
21	5664	0
21	882	0
21	4457	0
21	369	0
21	10868	0
21	7375	0
21	10144	0
21	5135	0
21	4926	0
21	3554	0
21	797	0
21	9635	0
21	12123	0
21	2428	0
21	3184	0
21	4185	0
21	3094	0
21	2329	0
21	8846	0
21	3437	0
21	6491	0
21	10028	0
21	3334	0
21	5075	0
21	6194	0
21	3908	0
21	7107	0
21	570	0
21	1883	0
21	6855	0
21	13403	0
21	8053	0
21	8103	0
21	2865	0
21	10174	0
21	7491	0
21	12580	0
21	8333	0
21	13383	0
21	11785	0
22	224	1
22	225	1
22	226	1
22	227	1
22	228	1
22	13191	1
22	13192	1
22	13193	1
22	13194	1
22	219	1
22	220	1
22	221	1
22	222	1
22	223	1
22	9793	0
22	1661	0
22	9757	0
22	2106	0
22	857	0
22	4171	0
22	2050	0
22	10920	0
22	12743	0
22	12482	0
22	3731	0
22	2996	0
22	7061	0
22	11362	0
23	229	1
23	230	1
23	231	1
23	232	1
23	233	1
23	234	1
23	235	1
23	236	1
23	237	1
23	238	1
23	9511	0
23	12976	0
23	8370	0
23	10431	0
23	12951	0
23	9788	0
23	3704	0
23	8972	0
23	4218	0
23	8522	0
24	9987	1
24	11142	1
24	239	1
24	240	1
24	241	1
24	242	1
24	243	1
24	244	1
24	245	1
24	246	1
24	247	1
24	248	1
24	8984	0
24	119	0
24	1644	0
24	11697	0
24	9740	0
24	595	0
24	3163	0
24	5329	0
24	9556	0
24	5822	0
24	13451	0
24	3382	0
25	256	1
25	257	1
25	258	1
25	249	1
25	250	1
25	251	1
25	252	1
25	253	1
25	254	1
25	255	1
25	10637	0
25	7437	0
25	12277	0
25	516	0
25	5953	0
25	11897	0
25	11717	0
25	4451	0
25	5333	0
25	8481	0
26	259	1
26	260	1
26	261	1
26	262	1
26	263	1
26	264	1
26	265	1
26	266	1
26	267	1
26	268	1
26	10733	1
26	10734	1
26	10735	1
26	10736	1
26	10737	1
26	10738	1
26	10739	1
26	10740	1
26	12765	1
26	6118	0
26	7094	0
26	3482	0
26	3527	0
26	8193	0
26	4645	0
26	2681	0
26	5958	0
26	7948	0
26	12999	0
26	9211	0
26	7172	0
26	13340	0
26	4409	0
26	10474	0
26	11679	0
26	9941	0
26	8732	0
26	12199	0
27	11713	1
27	11138	1
27	11139	1
27	11140	1
27	11558	1
27	269	1
27	270	1
27	271	1
27	272	1
27	273	1
27	274	1
27	275	1
27	276	1
27	277	1
27	10000	1
27	10001	1
27	10002	1
27	5066	0
27	13214	0
27	2273	0
27	10563	0
27	11934	0
27	11397	0
27	6699	0
27	8119	0
27	262	0
27	12730	0
27	1500	0
27	4237	0
27	6197	0
27	8170	0
27	3908	0
27	12106	0
27	6037	0
28	278	1
28	279	1
28	280	1
28	281	1
28	282	1
28	283	1
28	284	1
28	285	1
28	286	1
28	287	1
28	3071	0
28	4365	0
28	4632	0
28	10029	0
28	6852	0
28	12609	0
28	3545	0
28	4867	0
28	10657	0
28	3877	0
29	288	1
29	289	1
29	290	1
29	291	1
29	292	1
29	293	1
29	294	1
29	295	1
29	296	1
29	4267	0
29	5888	0
29	8402	0
29	10625	0
29	2638	0
29	4042	0
29	1485	0
29	12732	0
29	13228	0
30	6825	1
30	6821	1
30	6822	1
30	6823	1
30	6824	1
30	297	1
30	298	1
30	299	1
30	300	1
30	301	1
30	302	1
30	303	1
30	304	1
30	305	1
30	306	1
30	6826	1
30	6827	1
30	6828	1
30	6829	1
30	6830	1
30	1346	1
30	1347	1
30	1348	1
30	1349	1
30	1350	1
30	1351	1
30	1352	1
30	1353	1
30	1354	1
30	1355	1
30	7919	1
30	7920	1
30	7921	1
30	7922	1
30	7923	1
30	7924	1
30	7925	1
30	7926	1
30	7927	1
30	3369	0
30	7966	0
30	9931	0
30	2987	0
30	6581	0
30	13240	0
30	5687	0
30	9722	0
30	9290	0
30	3615	0
30	7216	0
30	9798	0
30	5222	0
30	986	0
30	2747	0
30	9333	0
30	12554	0
30	12116	0
30	12823	0
30	9336	0
30	13088	0
30	7521	0
30	4249	0
30	6524	0
30	11966	0
30	12452	0
30	10145	0
30	190	0
30	4405	0
30	7497	0
30	8449	0
30	5250	0
30	5495	0
30	10665	0
30	4774	0
30	2455	0
30	9685	0
30	5586	0
30	7651	0
31	11141	1
31	12627	1
31	307	1
31	308	1
31	309	1
31	310	1
31	311	1
31	312	1
31	313	1
31	314	1
31	315	1
31	316	1
31	4316	0
31	1014	0
31	9580	0
31	535	0
31	1288	0
31	9994	0
31	5392	0
31	2820	0
31	4343	0
31	11902	0
31	7340	0
31	4415	0
32	11589	1
32	326	1
32	327	1
32	328	1
32	329	1
32	330	1
32	331	1
32	332	1
32	333	1
32	334	1
32	335	1
32	11590	1
32	11591	1
32	11593	1
32	11592	1
32	12508	1
32	12509	1
32	12510	1
32	12511	1
32	13281	1
32	13282	1
32	13283	1
32	12907	1
32	12908	1
32	11885	1
32	11886	1
32	11887	1
32	12909	1
32	12910	1
32	12911	1
32	12912	1
32	12913	1
32	12215	0
32	7006	0
32	2365	0
32	5420	0
32	1019	0
32	3419	0
32	1927	0
32	4977	0
32	1529	0
32	1481	0
32	10712	0
32	3417	0
32	10102	0
32	879	0
32	4595	0
32	11470	0
32	3183	0
32	10310	0
32	12586	0
32	5229	0
32	6632	0
32	4538	0
32	745	0
32	10826	0
32	5818	0
32	11104	0
32	12795	0
32	4747	0
32	742	0
32	712	0
32	6025	0
32	8025	0
33	336	1
33	337	1
33	338	1
33	339	1
33	340	1
33	341	1
33	342	1
33	343	1
33	344	1
33	345	1
33	1340	0
33	5614	0
33	7031	0
33	10762	0
33	9061	0
33	4523	0
33	10423	0
33	4930	0
33	148	0
33	1129	0
34	352	1
34	353	1
34	354	1
34	355	1
34	346	1
34	347	1
34	348	1
34	349	1
34	350	1
34	351	1
34	10240	0
34	7583	0
34	158	0
34	5131	0
34	6947	0
34	4077	0
34	10943	0
34	7561	0
34	111	0
34	3295	0
35	356	1
35	357	1
35	358	1
35	359	1
35	360	1
35	361	1
35	362	1
35	363	1
35	364	1
35	365	1
35	13034	1
35	10625	0
35	7388	0
